id,modules_composition
XP021328605.1_7955_30,B561|B499|B657|B50|B477|B2002|B1556|B773|B510|B563|B2003|B2007|B1831|B1561|B2000|B442|B519|B560|B522|B527|B491|B796|B2005|B467|B2001|B799|B444|B1999|B1558|B800|B557|B1563|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B433|B781
XP001341878.1_7955_31,B561|B499|B657|B50|B477|B2002|B1556|B773|B510|B563|B2003|B2007|B1831|B1561|B2000|B442|B519|B560|B522|B527|B491|B796|B2005|B467|B2001|B799|B444|B1999|B1558|B800|B557|B1563|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B433|B781
XP698107.4_7955_33,B561|B2009|B499|B1671|B50|B477|B2016|B882|B1556|B773|B510|B884|B563|B1561|B2000|B442|B519|B560|B2010|B522|B527|B491|B2013|B796|B2005|B467|B799|B444|B1558|B800|B557|B1563|B509|B12|B480|B21|B479|B456|B476|B431|B2012|B792|B2008|B436|B630|B433|B781
XP021332165.1_7955_34,B561|B2009|B499|B1671|B50|B477|B2016|B882|B1556|B773|B510|B884|B563|B1561|B2000|B442|B519|B560|B2010|B522|B527|B491|B2013|B796|B2005|B467|B799|B444|B1558|B800|B557|B1563|B509|B12|B480|B21|B479|B456|B476|B431|B2012|B792|B2008|B436|B630|B433|B781
G41_39_40,B561|B793|B499|B657|B50|B714|B477|B738|B773|B510|B563|B1283|B442|B519|B713|B817|B560|B522|B527|B491|B1282|B741|B796|B805|B467|B1868|B1279|B799|B444|B398|B1866|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B740|B792|B716|B810|B803|B436|B630|B762|B433|B781|B400
NP001179319.1_9913_42,B561|B793|B499|B50|B714|B477|B738|B882|B773|B510|B884|B563|B442|B519|B713|B817|B560|B522|B527|B491|B741|B796|B805|B467|B1868|B799|B444|B398|B1866|B800|B557|B509|B12|B480|B21|B479|B456|B476|B431|B740|B792|B716|B436|B630|B762|B433|B781|B400
NP035912.2_10090_55,B561|B1583|B1602|B1605|B499|B1593|B1594|B608|B50|B477|B1595|B1610|B1588|B773|B510|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B1575|B560|B1580|B522|B527|B605|B491|B467|B1597|B444|B1577|B606|B1598|B557|B509|B12|B480|B479|B456|B476|B431|B1608|B436|B762|B433|B1591|B781|B1592
NP008969.2_9606_56,B561|B1583|B1602|B1605|B499|B1593|B1594|B2029|B50|B477|B1595|B1610|B1945|B1588|B773|B510|B1601|B1607|B563|B1578|B442|B1617|B1603|B519|B1575|B560|B1580|B522|B527|B491|B467|B1597|B444|B1577|B1598|B557|B509|B12|B480|B479|B456|B476|B431|B1608|B436|B762|B1944|B433|B1591|B781|B1592
G71_69_70,B974|B957|B1289|B858|B1732|B904|B1735|B499|B955|B657|B1885|B687|B949|B1889|B1734|B608|B50|B477|B894|B944|B998|B1877|B945|B866|B947|B882|B893|B976|B973|B963|B946|B938|B710|B773|B510|B983|B1872|B884|B1887|B1283|B854|B836|B1882|B987|B835|B993|B442|B940|B855|B519|B860|B1886|B856|B560|B859|B857|B522|B527|B1001|B605|B491|B1282|B467|B990|B978|B1279|B647|B444|B1702|B606|B398|B1888|B645|B966|B557|B1874|B509|B12|B658|B820|B951|B480|B969|B21|B479|B456|B1883|B476|B1728|B1884|B939|B992|B431|B1875|B1288|B865|B1880|B686|B1731|B1873|B1697|B873|B964|B436|B630|B762|B433|B781|B400|B919
NP001193502.1_9913_72,B957|B561|B1289|B858|B1732|B1735|B499|B955|B657|B1885|B687|B949|B1889|B1734|B608|B50|B477|B944|B1877|B945|B866|B947|B882|B976|B963|B946|B938|B773|B510|B983|B1872|B884|B563|B1887|B1283|B854|B836|B1882|B835|B993|B442|B940|B855|B519|B860|B1886|B856|B560|B859|B857|B522|B527|B1001|B605|B491|B1282|B467|B990|B978|B1279|B647|B444|B1702|B606|B398|B1888|B645|B966|B557|B1874|B509|B12|B658|B820|B951|B480|B969|B21|B479|B456|B1883|B476|B1728|B1884|B939|B992|B431|B1875|B1288|B865|B1880|B686|B1731|B1873|B1697|B873|B964|B436|B630|B762|B433|B781|B400|B919
G82_80_81,B927|B561|B1796|B1289|B858|B1732|B904|B499|B657|B828|B687|B949|B608|B477|B894|B944|B1877|B945|B1714|B866|B947|B882|B893|B976|B888|B946|B938|B773|B510|B1872|B884|B563|B871|B1871|B1283|B854|B836|B987|B835|B442|B940|B855|B519|B860|B839|B897|B929|B856|B560|B1766|B1869|B889|B859|B915|B857|B522|B527|B605|B491|B908|B1282|B840|B467|B937|B978|B1279|B647|B444|B606|B398|B936|B645|B557|B1874|B509|B914|B12|B658|B820|B951|B480|B21|B479|B456|B476|B1728|B939|B1709|B431|B1875|B1288|B865|B686|B1731|B916|B1873|B838|B1697|B873|B2023|B436|B630|B1708|B922|B762|B928|B433|B781|B910|B400|B919|B818
XP006520926.1_10090_83,B927|B561|B858|B904|B499|B657|B828|B687|B949|B50|B477|B894|B944|B945|B866|B947|B882|B893|B888|B946|B938|B773|B510|B917|B884|B563|B871|B854|B836|B835|B442|B940|B911|B855|B519|B860|B839|B897|B929|B856|B560|B889|B859|B915|B857|B522|B527|B491|B908|B840|B467|B937|B647|B444|B398|B936|B645|B913|B557|B509|B914|B12|B658|B820|B951|B480|B21|B479|B456|B476|B939|B431|B865|B686|B916|B838|B873|B436|B630|B922|B762|B928|B433|B781|B910|B400|B919|B818
G4_2_3,B561|B904|B1646|B499|B1661|B1657|B1659|B1671|B608|B50|B477|B882|B773|B1547|B510|B884|B563|B1561|B442|B1658|B519|B560|B522|B527|B605|B491|B1665|B1672|B796|B467|B799|B1673|B444|B606|B398|B557|B509|B12|B480|B21|B479|B456|B476|B431|B1668|B792|B1647|B436|B630|B762|B1645|B433|B400
XP015154663.2_9031_5,B561|B499|B657|B50|B477|B773|B1547|B510|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B1665|B1672|B796|B467|B799|B1673|B444|B398|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B792|B436|B630|B762|B433|B781|B400
G13_11_12,B561|B1691|B1689|B1693|B1677|B499|B1675|B1687|B50|B477|B1678|B773|B510|B563|B1497|B442|B519|B1674|B1683|B560|B522|B527|B491|B467|B1496|B444|B557|B509|B480|B479|B456|B476|B431|B1688|B1950|B436|B1692|B762|B433|B1676|B781
NP766433.2_10090_14,B561|B1691|B1689|B1693|B1677|B499|B1675|B1687|B50|B477|B1678|B773|B510|B563|B1497|B442|B519|B1674|B1683|B560|B522|B527|B491|B467|B1496|B444|B557|B509|B480|B479|B456|B476|B431|B1688|B436|B1692|B762|B433|B1676|B781
G23_21_22,B561|B499|B50|B477|B1554|B1556|B773|B1547|B510|B563|B1831|B1561|B442|B519|B560|B1545|B522|B527|B491|B796|B467|B799|B444|B398|B1558|B800|B1550|B557|B1563|B509|B1543|B1546|B12|B480|B21|B479|B456|B476|B1566|B1943|B431|B1552|B792|B1542|B436|B630|B433|B781|B400
NP001179254.1_9913_24,B561|B499|B50|B477|B1554|B1556|B773|B1547|B510|B563|B1831|B1561|B442|B519|B560|B522|B527|B491|B796|B467|B799|B444|B398|B1558|B800|B1550|B557|B1563|B509|B1543|B1546|B12|B480|B21|B479|B456|B476|B1566|B1943|B431|B792|B1542|B436|B630|B433|B781|B400
NP001019310.1_10090_39,B561|B793|B499|B657|B50|B714|B477|B738|B773|B510|B563|B442|B519|B713|B817|B560|B522|B527|B491|B741|B796|B805|B467|B799|B444|B398|B800|B557|B509|B12|B658|B480|B21|B479|B456|B476|B431|B740|B792|B716|B810|B803|B436|B630|B762|B433|B781|B400
NP620686.1_9606_40,B561|B793|B499|B50|B714|B477|B738|B773|B510|B563|B1283|B442|B519|B713|B817|B560|B522|B527|B491|B1282|B741|B796|B805|B467|B1868|B1279|B799|B444|B398|B1866|B800|B557|B509|B12|B480|B21|B479|B456|B476|B431|B740|B792|B716|B803|B436|B630|B762|B433|B781|B400
NP780523.3_10090_69,B974|B957|B561|B858|B904|B499|B955|B657|B687|B949|B608|B50|B477|B894|B944|B998|B945|B866|B947|B882|B893|B976|B973|B963|B946|B938|B710|B773|B510|B983|B884|B563|B854|B836|B987|B835|B993|B442|B940|B855|B519|B860|B856|B560|B859|B857|B522|B527|B1001|B605|B491|B467|B990|B978|B444|B606|B398|B966|B557|B509|B12|B658|B820|B951|B480|B969|B21|B479|B456|B476|B939|B992|B431|B865|B686|B964|B436|B630|B762|B433|B781|B400|B919
NP891550.1_9606_70,B957|B561|B1289|B858|B1732|B1735|B499|B955|B657|B1885|B687|B949|B1889|B1734|B608|B50|B477|B944|B1877|B945|B866|B947|B882|B976|B963|B946|B938|B773|B510|B983|B1872|B884|B563|B1887|B1283|B854|B836|B1882|B835|B993|B442|B940|B855|B519|B860|B1886|B856|B560|B859|B857|B522|B527|B1001|B605|B491|B1282|B467|B990|B978|B1279|B647|B444|B1702|B606|B398|B1888|B645|B966|B557|B1874|B509|B12|B658|B820|B951|B480|B969|B21|B479|B456|B1883|B476|B1728|B1884|B939|B992|B431|B1875|B1288|B865|B1880|B686|B1731|B1873|B1697|B873|B964|B436|B630|B762|B433|B781|B400|B919
XP011537056.1_9606_80,B927|B561|B1796|B858|B904|B499|B657|B828|B949|B50|B477|B894|B944|B945|B1714|B866|B947|B882|B893|B888|B946|B938|B773|B510|B884|B563|B1871|B854|B836|B987|B835|B442|B940|B855|B519|B860|B897|B929|B856|B560|B1766|B1869|B889|B859|B915|B857|B522|B527|B491|B908|B840|B467|B937|B647|B444|B398|B936|B645|B557|B509|B914|B12|B658|B820|B951|B480|B21|B479|B456|B476|B939|B1709|B431|B865|B916|B838|B2023|B436|B630|B1708|B922|B762|B433|B781|B910|B400|B919|B818
NP001193022.1_9913_81,B927|B561|B1289|B858|B1732|B499|B657|B828|B687|B949|B608|B50|B477|B944|B1877|B945|B866|B947|B882|B976|B946|B938|B773|B510|B1872|B884|B563|B871|B1871|B1283|B854|B836|B835|B442|B940|B855|B519|B860|B839|B929|B856|B560|B1869|B859|B857|B522|B527|B605|B491|B1282|B840|B467|B937|B978|B1279|B647|B444|B606|B398|B936|B645|B557|B1874|B509|B12|B658|B820|B951|B480|B21|B479|B456|B476|B1728|B939|B431|B1875|B1288|B865|B686|B1731|B1873|B838|B1697|B873|B436|B630|B922|B762|B928|B433|B781|B400|B818
G2_0_1,B561|B904|B1646|B499|B1661|B1657|B1659|B1671|B50|B477|B882|B773|B1547|B510|B884|B563|B1561|B442|B1658|B519|B560|B522|B527|B491|B1665|B1672|B796|B467|B799|B1673|B444|B398|B557|B509|B12|B480|B21|B479|B456|B476|B431|B1668|B792|B1647|B436|B1949|B630|B762|B1645|B433|B781|B400
NP033751.3_10090_3,B561|B1646|B499|B1661|B1657|B1659|B1671|B608|B50|B477|B773|B1547|B510|B563|B1561|B442|B1658|B519|B560|B522|B527|B605|B491|B1665|B1672|B796|B467|B799|B1673|B444|B606|B398|B557|B509|B12|B480|B21|B479|B456|B476|B431|B1668|B792|B1647|B436|B630|B762|B1645|B433|B781|B400
NP005090.3_9606_11,B561|B1691|B1689|B1693|B1677|B499|B1675|B1687|B50|B477|B1678|B773|B510|B563|B1497|B442|B519|B1674|B1683|B560|B522|B527|B491|B467|B1496|B444|B557|B509|B480|B479|B456|B476|B431|B1688|B1950|B436|B1692|B762|B433|B1676|B781
NP858053.1_9913_12,B561|B1691|B1689|B1693|B1677|B499|B1675|B1687|B50|B477|B1678|B773|B510|B563|B1497|B442|B519|B1674|B1683|B560|B522|B527|B491|B467|B1496|B444|B557|B509|B480|B479|B456|B476|B431|B1688|B1950|B436|B1692|B762|B433|B1676|B781
NP038934.2_10090_21,B561|B499|B50|B477|B1554|B1556|B773|B1547|B510|B563|B1561|B442|B519|B560|B1545|B522|B527|B491|B796|B467|B799|B444|B398|B1558|B800|B1550|B557|B1563|B509|B1543|B1546|B12|B480|B21|B479|B456|B476|B1566|B431|B1552|B792|B1542|B436|B630|B433|B781|B400
NP008968.4_9606_22,B561|B499|B50|B477|B1554|B1556|B773|B1547|B510|B563|B1831|B1561|B442|B519|B560|B1545|B522|B527|B491|B796|B467|B799|B444|B398|B1558|B800|B1550|B557|B1563|B509|B1546|B12|B480|B21|B479|B456|B476|B1566|B1943|B431|B1552|B792|B1542|B436|B630|B433|B781|B400
NP008919.3_9606_0,B561|B1646|B499|B1661|B1659|B1671|B50|B477|B882|B773|B1547|B510|B884|B563|B1561|B442|B519|B560|B522|B527|B491|B1665|B1672|B796|B467|B799|B1673|B444|B398|B557|B509|B12|B480|B21|B479|B456|B476|B431|B1668|B792|B1647|B436|B1949|B630|B762|B433|B781|B400
NP001094550.1_9913_1,B561|B904|B1646|B499|B1661|B1657|B1659|B1671|B50|B477|B773|B1547|B510|B563|B1561|B442|B1658|B519|B560|B522|B527|B491|B1665|B1672|B796|B467|B799|B1673|B444|B398|B557|B509|B12|B480|B21|B479|B456|B476|B431|B1668|B792|B436|B1949|B630|B762|B1645|B433|B781|B400
