gene,leaf,function(s)_win,function(s)_lost,module(s)_win,module(s)_lost
G212_190_211,XP016865394.1_9606_140,,,B50|B442,
G212_190_211,NP001179538.1_9913_142,,,B50|B442,
G212_190_211,XP003643023.3_9031_144,,,B50|B442,B1766
G212_190_211,XP017946319.2_8364_146,,,B50|B442,
G212_190_211,XP021332071.1_7955_148,,,B50|B442,
G212_190_211,XP005254194.1_9606_150,,,B50|B442,
G212_190_211,XP024837785.1_9913_151,,,B50|B442,B1766
G212_190_211,NP001313280.1_10090_153,,,B50|B442,
G212_190_211,XP003641878.3_9031_155,,,B50|B442,
G212_190_211,XP002933006.3_8364_157,,,B50|B442,
G212_190_211,XP021333676.1_7955_159,,,B50|B442,B1766
G212_190_211,XP002121766.2_7719_162,,,B50|B442|B12,
G212_190_211,NP572247.2_7227_164,,,B50|B12,
G212_190_211,XP006530858.1_10090_167,,,B50|B442|B12,B1068
G212_190_211,NP955387.1_9606_168,,,B50|B442|B12,B1068
G212_190_211,NP001179415.2_9913_170,,,B50|B442|B12,B1068
G212_190_211,XP015148002.3_9031_172,,,B50|B442|B12,B1068
G212_190_211,XP012817732.1_8364_174,,,B50|B442|B12,B1068
G212_190_211,XP009301678.1_7955_176,,,B50|B442|B12,B1068
G212_190_211,NP742050.2_10090_178,,,B50|B442|B12,B1068
G212_190_211,NP620687.2_9606_179,,,B50|B1725|B442|B12,B1068
G212_190_211,XP024837310.1_9913_181,,,B50|B1725|B442|B12,B1068
G212_190_211,XP031760055.1_8364_183,,,B50|B442|B12,B1068
G212_190_211,XP001922446.3_7955_185,,,B50|B442|B12,B1068
G212_190_211,XP018673460.1_7719_188,,,B50|B442,B1068
G212_190_211,XP016877462.1_9606_191,,,B50|B442|B12,
G212_190_211,XP024838029.1_9913_192,,,B50|B442|B12,
G212_190_211,XP006540908.1_10090_194,,,B50|B442,
G212_190_211,XP015147746.2_9031_196,,,B50|B442|B12,
G212_190_211,XP004912721.1_8364_198,,,B50|B442|B12,
G212_190_211,XP021333385.1_7955_200,,,B50|B1992|B442|B1865|B12,
G212_190_211,XP006525982.1_10090_202,,,B50|B442|B12,
G212_190_211,NP598377.4_9606_203,,,B50|B1725|B442|B12,
G212_190_211,NP001193043.1_9913_205,,,B50|B1725|B442|B12,
G212_190_211,XP413968.4_9031_207,,,B50|B442|B12,
G212_190_211,XP031748801.1_8364_209,,,B50|B442|B12,
NP001035516.2_10090_213,NP001035516.2_10090_213,,,,
NP001381461.1_9606_214,NP001381461.1_9606_214,,,,
G215_213_214,NP001035516.2_10090_213,,,B2134|B522|B2158|B1315|B2143|B2159|B2142,
G215_213_214,NP001381461.1_9606_214,,,B2134|B522|B2158|B2143|B2159|B2142,
NP001071498.1_9913_216,NP001071498.1_9913_216,,A5PL33_KRBA1|O14628_ZNF195|O15014_ZNF609|O75665_OFD1|P0DPA2_VSIG8|P10071_GLI3|P11142_HSPA8|P42694_HELZ|P54652_HSPA2|P55316_FOXG1|P58340_MLF1|P78560_CRADD|Q13546_RIPK1|Q14865_ARID5B|Q63ZY3_KANK2|Q70EL1_USP54|Q8TCU4_ALMS1|Q92624_APPBP2|Q9UPV0_CEP164,,
G217_215_216,NP001035516.2_10090_213,A5PL33_KRBA1|O14628_ZNF195|O15014_ZNF609|O75665_OFD1|P0DPA2_VSIG8|P10071_GLI3|P11142_HSPA8|P42694_HELZ|P54652_HSPA2|P55316_FOXG1|P58340_MLF1|P78560_CRADD|Q13546_RIPK1|Q14865_ARID5B|Q63ZY3_KANK2|Q70EL1_USP54|Q8TCU4_ALMS1|Q92624_APPBP2|Q9UPV0_CEP164,,,B522
G217_215_216,NP001381461.1_9606_214,A5PL33_KRBA1|O14628_ZNF195|O15014_ZNF609|O75665_OFD1|P0DPA2_VSIG8|P10071_GLI3|P11142_HSPA8|P42694_HELZ|P54652_HSPA2|P55316_FOXG1|P58340_MLF1|P78560_CRADD|Q13546_RIPK1|Q14865_ARID5B|Q63ZY3_KANK2|Q70EL1_USP54|Q8TCU4_ALMS1|Q92624_APPBP2|Q9UPV0_CEP164,,,B522
G217_215_216,NP001071498.1_9913_216,A5PL33_KRBA1|O14628_ZNF195|O15014_ZNF609|O75665_OFD1|P0DPA2_VSIG8|P10071_GLI3|P11142_HSPA8|P42694_HELZ|P54652_HSPA2|P55316_FOXG1|P58340_MLF1|P78560_CRADD|Q13546_RIPK1|Q14865_ARID5B|Q63ZY3_KANK2|Q70EL1_USP54|Q8TCU4_ALMS1|Q92624_APPBP2|Q9UPV0_CEP164,,,
XP025009773.2_9031_218,XP025009773.2_9031_218,,,,
G219_217_218,NP001035516.2_10090_213,,,,
G219_217_218,NP001381461.1_9606_214,,,,
G219_217_218,NP001071498.1_9913_216,,,,
G219_217_218,XP025009773.2_9031_218,,,,
XP017947904.2_8364_220,XP017947904.2_8364_220,,P35555_FBN1,,
G221_219_220,NP001035516.2_10090_213,P35555_FBN1,,B2130|B2163|B2155|B2145|B519|B2160|B2156|B2180|B2132|B2140|B509|B2124,
G221_219_220,NP001381461.1_9606_214,P35555_FBN1,,B2130|B2163|B2155|B2145|B519|B2353|B2160|B2156|B2180|B2132|B2140|B509|B2124,
G221_219_220,NP001071498.1_9913_216,P35555_FBN1,,B2155,
G221_219_220,XP025009773.2_9031_218,P35555_FBN1,,B2130|B2163|B2155|B2145|B519|B2353|B2160|B2156|B2180|B2132|B2140|B509|B2124,
G221_219_220,XP017947904.2_8364_220,P35555_FBN1,,B2130|B2163|B2155|B2145|B519|B2353|B2160|B2156|B2180|B2132|B2140|B509|B2124,
XP017211532.2_7955_222,XP017211532.2_7955_222,,,,
XP021331991.1_7955_223,XP021331991.1_7955_223,,,,
G224_222_223,XP017211532.2_7955_222,,,B2457|B2455|B2452|B2456|B2454|B2451,
G224_222_223,XP021331991.1_7955_223,,,B2457|B2455|B2452|B2456|B2454|B2451,
G225_221_224,NP001035516.2_10090_213,,,B561|B882|B884|B1312|B560|B522|B2151,B509
G225_221_224,NP001381461.1_9606_214,,,B561|B560|B522|B2151,B509
G225_221_224,NP001071498.1_9913_216,,,B561|B2151,
G225_221_224,XP025009773.2_9031_218,,,B561|B560|B522|B2151,B509
G225_221_224,XP017947904.2_8364_220,,,B561|B560|B522|B2151,B509
G225_221_224,XP017211532.2_7955_222,,,B2151,
G225_221_224,XP021331991.1_7955_223,,,B2151,
XP011507946.1_9606_226,XP011507946.1_9606_226,O00213_APBB1,,,
NP001094531.1_9913_227,NP001094531.1_9913_227,,O76003_GLRX3|P60410_KRTAP108|Q07627_KRTAP11,,
G228_226_227,XP011507946.1_9606_226,O76003_GLRX3|P60410_KRTAP108|Q07627_KRTAP11,,B2419|B2422|B2417|B2418|B2421|B2420,
G228_226_227,NP001094531.1_9913_227,O76003_GLRX3|P60410_KRTAP108|Q07627_KRTAP11,,B2419|B2422|B2417|B2418|B2421|B2420,
NP001288634.1_10090_229,NP001288634.1_10090_229,,A0A024R5G1_EFEMP2|A0A024R8K7_ITGB4|A0A024RD55_EGFL9|A5D8T8_CLEC18A|F5H991_US26|O14633_LCE2B|O15162_PLSCR1|O43184_ADAM12|O43559_FRS3|O43597_SPRY2|O43741_PRKAB2|O60336_MAPKBP1|O60504_SORBS3|O60573_EIF4E2|O75716_STK16|O95363_FARS2|O95429_BAG4|O95985_TOP3B|P05107_ITGB2|P07858_CTSB|P09228_CST2|P09681_GIP|P14210_HGF|P16930_FAH|P19320_VCAM1|P20155_SPINK2|P21333_FLNA|P23769_GATA2|P25791_LMO2|P25800_LMO1|P27658_COL8A1|P27918_CFP|P29972_AQP1|P31273_HOXC8|P32242_OTX1|P34130_NTF4|P43115_PTGER3|P51114_FXR1|P60331_KRTAP101|P60370_KRTAP105|P60411_KRTAP109|P60412_KRTAP1011|P68106_FKBP1B|Q02930_CREB5|Q07912_TNK2|Q12756_KIF1A|Q13526_PIN1|Q13643_FHL3|Q14129_DGCR6|Q14689_DIP2A|Q14749_GNMT|Q14764_MVP|Q15560_TCEA2|Q15654_TRIP6|Q17RB8_LONRF1|Q3LI59_KRTAP212|Q3V5L5_MGAT5B|Q5JXC2_MIIP|Q5T5A8_LCE3C|Q5T5B0_LCE3E|Q5T751_LCE1C|Q5T7P3_LCE1B|Q5TA78_LCE4A|Q5TA82_LCE2D|Q6EMK4_VASN|Q6L8G9_KRTAP56|Q6PF18_MORN3|Q6PJG9_LRFN4|Q6RVD6_SPATA8|Q6UY11_DLK2|Q6ZMM2_ADAMTSL5|Q701N4_KRTAP52|Q7L273_KCTD9|Q7Z2X4_PID1|Q7Z3C6_ATG9A|Q86SG6_NEK8|Q86TG1_TMEM150A|Q8IWZ5_TRIM42|Q8IYR0_CFAP206|Q8N6N6_NATD1|Q8NEC5_CATSPER1|Q8NFT6_DBF4B|Q8TAU3_ZNF417|Q8TCE9_LGALS14|Q8WUD1_RAB2B|Q8WV35_LRRC29|Q8WY64_MYLIP|Q92537_SUSD6|Q92922_SMARCC1|Q969U6_FBXW5|Q96F81_DISP1|Q96HA8_NTAQ1|Q96PB7_OLFM3|Q96PM5_RCHY1|Q96PN8_TSSK3|Q96SQ5_ZNF587|Q96SQ9_CYP2S1|Q9BQ66_KRTAP412|Q9BWW8_APOL6|Q9BX59_TAPBPL|Q9BY27_DGCR6L|Q9BYQ2_KRTAP94|Q9BYQ4_KRTAP92|Q9BYQ6_KRTAP411|Q9BYR5_KRTAP42|Q9BZE9_ASPSCR1|Q9GZQ4_NMUR2|Q9H2A7_CXCL16|Q9H4E5_RHOJ|Q9H503_BANF2|Q9H5Z6_FAM124B|Q9HBZ2_ARNT2|Q9NP91_SLC6A20|Q9NRD1_FBXO6|Q9NUL5_SHFL|Q9UBL6_CPNE7|Q9UGJ1_TUBGCP4|Q9UHI7_SLC23A1|Q9UJV3_MID2|Q9ULA0_DNPEP|Q9Y223_GNE|Q9Y3B2_EXOSC1|Q9Y467_SALL2|Q9Y4X0_AMMECR1|Q9Y6H1_CHCHD2,,
G230_228_229,XP011507946.1_9606_226,A0A024R5G1_EFEMP2|A0A024R8E5_COL5A1|A0A024R8K7_ITGB4|A0A024RD55_EGFL9|A0A0S2Z3H5_COL1A2|A5D8T8_CLEC18A|A8MQ03_CYSRT1|F5H991_US26|O14633_LCE2B|O15162_PLSCR1|O43184_ADAM12|O43559_FRS3|O43597_SPRY2|O43741_PRKAB2|O43897_TLL1|O60336_MAPKBP1|O60504_SORBS3|O60573_EIF4E2|O75716_STK16|O95363_FARS2|O95429_BAG4|O95985_TOP3B|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P05107_ITGB2|P05997_COL5A2|P07858_CTSB|P09228_CST2|P09681_GIP|P12107_COL11A1|P13497_BMP1|P13942_COL11A2|P14210_HGF|P16930_FAH|P19320_VCAM1|P20155_SPINK2|P21333_FLNA|P23769_GATA2|P25791_LMO2|P25800_LMO1|P25940_COL5A3|P26371_KRTAP59|P27658_COL8A1|P27918_CFP|P29972_AQP1|P31273_HOXC8|P32242_OTX1|P34130_NTF4|P43115_PTGER3|P49639_HOXA1|P51114_FXR1|P60331_KRTAP101|P60369_KRTAP103|P60370_KRTAP105|P60411_KRTAP109|P60412_KRTAP1011|P68106_FKBP1B|Q02930_CREB5|Q07912_TNK2|Q12756_KIF1A|Q13526_PIN1|Q13643_FHL3|Q14129_DGCR6|Q14689_DIP2A|Q14749_GNMT|Q14764_MVP|Q15560_TCEA2|Q15654_TRIP6|Q17RB8_LONRF1|Q17RW2_COL24A1|Q3LI59_KRTAP212|Q3V5L5_MGAT5B|Q5JXC2_MIIP|Q5T5A8_LCE3C|Q5T5B0_LCE3E|Q5T751_LCE1C|Q5T7P3_LCE1B|Q5TA78_LCE4A|Q5TA82_LCE2D|Q6EMK4_VASN|Q6L8G9_KRTAP56|Q6PF18_MORN3|Q6PJG9_LRFN4|Q6RVD6_SPATA8|Q6UY11_DLK2|Q6UY14_ADAMTSL4|Q6ZMM2_ADAMTSL5|Q701N4_KRTAP52|Q7L273_KCTD9|Q7Z2X4_PID1|Q7Z3C6_ATG9A|Q86SG6_NEK8|Q86TG1_TMEM150A|Q8IWZ5_TRIM42|Q8IYR0_CFAP206|Q8IZC6_COL27A1|Q8N6N6_NATD1|Q8NEC5_CATSPER1|Q8NFT6_DBF4B|Q8TAU3_ZNF417|Q8TCE9_LGALS14|Q8WUD1_RAB2B|Q8WV35_LRRC29|Q8WY64_MYLIP|Q92537_SUSD6|Q92922_SMARCC1|Q969U6_FBXW5|Q96F81_DISP1|Q96HA8_NTAQ1|Q96PB7_OLFM3|Q96PM5_RCHY1|Q96PN8_TSSK3|Q96SQ5_ZNF587|Q96SQ9_CYP2S1|Q9BQ66_KRTAP412|Q9BWW8_APOL6|Q9BX59_TAPBPL|Q9BY27_DGCR6L|Q9BYQ2_KRTAP94|Q9BYQ4_KRTAP92|Q9BYQ6_KRTAP411|Q9BYR5_KRTAP42|Q9BZE9_ASPSCR1|Q9GZQ4_NMUR2|Q9H2A7_CXCL16|Q9H4E5_RHOJ|Q9H503_BANF2|Q9H5Z6_FAM124B|Q9HBZ2_ARNT2|Q9NP91_SLC6A20|Q9NRD1_FBXO6|Q9NUL5_SHFL|Q9UBL6_CPNE7|Q9UGJ1_TUBGCP4|Q9UHI7_SLC23A1|Q9UJV3_MID2|Q9ULA0_DNPEP|Q9Y223_GNE|Q9Y3B2_EXOSC1|Q9Y467_SALL2|Q9Y4X0_AMMECR1|Q9Y6H1_CHCHD2,,B2182|B2181|B2183|B2195|B2188|B2194|B2189|B2196|B2208,
G230_228_229,NP001094531.1_9913_227,A0A024R5G1_EFEMP2|A0A024R8E5_COL5A1|A0A024R8K7_ITGB4|A0A024RD55_EGFL9|A0A0S2Z3H5_COL1A2|A5D8T8_CLEC18A|A8MQ03_CYSRT1|F5H991_US26|O14633_LCE2B|O15162_PLSCR1|O43184_ADAM12|O43559_FRS3|O43597_SPRY2|O43741_PRKAB2|O43897_TLL1|O60336_MAPKBP1|O60504_SORBS3|O60573_EIF4E2|O75716_STK16|O95363_FARS2|O95429_BAG4|O95985_TOP3B|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P05107_ITGB2|P05997_COL5A2|P07858_CTSB|P09228_CST2|P09681_GIP|P12107_COL11A1|P13497_BMP1|P13942_COL11A2|P14210_HGF|P16930_FAH|P19320_VCAM1|P20155_SPINK2|P21333_FLNA|P23769_GATA2|P25791_LMO2|P25800_LMO1|P25940_COL5A3|P26371_KRTAP59|P27658_COL8A1|P27918_CFP|P29972_AQP1|P31273_HOXC8|P32242_OTX1|P34130_NTF4|P43115_PTGER3|P49639_HOXA1|P51114_FXR1|P60331_KRTAP101|P60369_KRTAP103|P60370_KRTAP105|P60411_KRTAP109|P60412_KRTAP1011|P68106_FKBP1B|Q02930_CREB5|Q07912_TNK2|Q12756_KIF1A|Q13526_PIN1|Q13643_FHL3|Q14129_DGCR6|Q14689_DIP2A|Q14749_GNMT|Q14764_MVP|Q15560_TCEA2|Q15654_TRIP6|Q17RB8_LONRF1|Q17RW2_COL24A1|Q3LI59_KRTAP212|Q3V5L5_MGAT5B|Q5JXC2_MIIP|Q5T5A8_LCE3C|Q5T5B0_LCE3E|Q5T751_LCE1C|Q5T7P3_LCE1B|Q5TA78_LCE4A|Q5TA82_LCE2D|Q6EMK4_VASN|Q6L8G9_KRTAP56|Q6PF18_MORN3|Q6PJG9_LRFN4|Q6RVD6_SPATA8|Q6UY11_DLK2|Q6UY14_ADAMTSL4|Q6ZMM2_ADAMTSL5|Q701N4_KRTAP52|Q7L273_KCTD9|Q7Z2X4_PID1|Q7Z3C6_ATG9A|Q86SG6_NEK8|Q86TG1_TMEM150A|Q8IWZ5_TRIM42|Q8IYR0_CFAP206|Q8IZC6_COL27A1|Q8N6N6_NATD1|Q8NEC5_CATSPER1|Q8NFT6_DBF4B|Q8TAU3_ZNF417|Q8TCE9_LGALS14|Q8WUD1_RAB2B|Q8WV35_LRRC29|Q8WY64_MYLIP|Q92537_SUSD6|Q92922_SMARCC1|Q969U6_FBXW5|Q96F81_DISP1|Q96HA8_NTAQ1|Q96PB7_OLFM3|Q96PM5_RCHY1|Q96PN8_TSSK3|Q96SQ5_ZNF587|Q96SQ9_CYP2S1|Q9BQ66_KRTAP412|Q9BWW8_APOL6|Q9BX59_TAPBPL|Q9BY27_DGCR6L|Q9BYQ2_KRTAP94|Q9BYQ4_KRTAP92|Q9BYQ6_KRTAP411|Q9BYR5_KRTAP42|Q9BZE9_ASPSCR1|Q9GZQ4_NMUR2|Q9H2A7_CXCL16|Q9H4E5_RHOJ|Q9H503_BANF2|Q9H5Z6_FAM124B|Q9HBZ2_ARNT2|Q9NP91_SLC6A20|Q9NRD1_FBXO6|Q9NUL5_SHFL|Q9UBL6_CPNE7|Q9UGJ1_TUBGCP4|Q9UHI7_SLC23A1|Q9UJV3_MID2|Q9ULA0_DNPEP|Q9Y223_GNE|Q9Y3B2_EXOSC1|Q9Y467_SALL2|Q9Y4X0_AMMECR1|Q9Y6H1_CHCHD2,,B2182|B2181|B2183|B2195|B2188|B2194|B2189|B2196|B2208,
G230_228_229,NP001288634.1_10090_229,A0A024R5G1_EFEMP2|A0A024R8E5_COL5A1|A0A024R8K7_ITGB4|A0A024RD55_EGFL9|A0A0S2Z3H5_COL1A2|A5D8T8_CLEC18A|A8MQ03_CYSRT1|F5H991_US26|O14633_LCE2B|O15162_PLSCR1|O43184_ADAM12|O43559_FRS3|O43597_SPRY2|O43741_PRKAB2|O43897_TLL1|O60336_MAPKBP1|O60504_SORBS3|O60573_EIF4E2|O75716_STK16|O95363_FARS2|O95429_BAG4|O95985_TOP3B|P02452_COL1A1|P02458_COL2A1|P02461_COL3A1|P05107_ITGB2|P05997_COL5A2|P07858_CTSB|P09228_CST2|P09681_GIP|P12107_COL11A1|P13497_BMP1|P13942_COL11A2|P14210_HGF|P16930_FAH|P19320_VCAM1|P20155_SPINK2|P21333_FLNA|P23769_GATA2|P25791_LMO2|P25800_LMO1|P25940_COL5A3|P26371_KRTAP59|P27658_COL8A1|P27918_CFP|P29972_AQP1|P31273_HOXC8|P32242_OTX1|P34130_NTF4|P43115_PTGER3|P49639_HOXA1|P51114_FXR1|P60331_KRTAP101|P60369_KRTAP103|P60370_KRTAP105|P60411_KRTAP109|P60412_KRTAP1011|P68106_FKBP1B|Q02930_CREB5|Q07912_TNK2|Q12756_KIF1A|Q13526_PIN1|Q13643_FHL3|Q14129_DGCR6|Q14689_DIP2A|Q14749_GNMT|Q14764_MVP|Q15560_TCEA2|Q15654_TRIP6|Q17RB8_LONRF1|Q17RW2_COL24A1|Q3LI59_KRTAP212|Q3V5L5_MGAT5B|Q5JXC2_MIIP|Q5T5A8_LCE3C|Q5T5B0_LCE3E|Q5T751_LCE1C|Q5T7P3_LCE1B|Q5TA78_LCE4A|Q5TA82_LCE2D|Q6EMK4_VASN|Q6L8G9_KRTAP56|Q6PF18_MORN3|Q6PJG9_LRFN4|Q6RVD6_SPATA8|Q6UY11_DLK2|Q6UY14_ADAMTSL4|Q6ZMM2_ADAMTSL5|Q701N4_KRTAP52|Q7L273_KCTD9|Q7Z2X4_PID1|Q7Z3C6_ATG9A|Q86SG6_NEK8|Q86TG1_TMEM150A|Q8IWZ5_TRIM42|Q8IYR0_CFAP206|Q8IZC6_COL27A1|Q8N6N6_NATD1|Q8NEC5_CATSPER1|Q8NFT6_DBF4B|Q8TAU3_ZNF417|Q8TCE9_LGALS14|Q8WUD1_RAB2B|Q8WV35_LRRC29|Q8WY64_MYLIP|Q92537_SUSD6|Q92922_SMARCC1|Q969U6_FBXW5|Q96F81_DISP1|Q96HA8_NTAQ1|Q96PB7_OLFM3|Q96PM5_RCHY1|Q96PN8_TSSK3|Q96SQ5_ZNF587|Q96SQ9_CYP2S1|Q9BQ66_KRTAP412|Q9BWW8_APOL6|Q9BX59_TAPBPL|Q9BY27_DGCR6L|Q9BYQ2_KRTAP94|Q9BYQ4_KRTAP92|Q9BYQ6_KRTAP411|Q9BYR5_KRTAP42|Q9BZE9_ASPSCR1|Q9GZQ4_NMUR2|Q9H2A7_CXCL16|Q9H4E5_RHOJ|Q9H503_BANF2|Q9H5Z6_FAM124B|Q9HBZ2_ARNT2|Q9NP91_SLC6A20|Q9NRD1_FBXO6|Q9NUL5_SHFL|Q9UBL6_CPNE7|Q9UGJ1_TUBGCP4|Q9UHI7_SLC23A1|Q9UJV3_MID2|Q9ULA0_DNPEP|Q9Y223_GNE|Q9Y3B2_EXOSC1|Q9Y467_SALL2|Q9Y4X0_AMMECR1|Q9Y6H1_CHCHD2,,B2182|B2181|B2183|B2195|B2188|B2194|B2189|B2196|B2208,
XP002935503.2_8364_231,XP002935503.2_8364_231,,,,
G232_230_231,XP011507946.1_9606_226,,,B2211|B2193,
G232_230_231,NP001094531.1_9913_227,,,B2211|B2193,
G232_230_231,NP001288634.1_10090_229,,,B2211|B2193,
G232_230_231,XP002935503.2_8364_231,,,B2211|B2193,
XP021322467.1_7955_233,XP021322467.1_7955_233,,,,
G234_232_233,XP011507946.1_9606_226,,,B561|B560|B522|B2185,
G234_232_233,NP001094531.1_9913_227,,,B561|B560|B522|B2185,
G234_232_233,NP001288634.1_10090_229,,,B561|B560|B522|B2185,
G234_232_233,XP002935503.2_8364_231,,,B561|B519|B560|B522|B2185,
G234_232_233,XP021322467.1_7955_233,,,B561|B2029|B519|B560|B522|B2185,
G235_225_234,NP001035516.2_10090_213,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2139|B2147|B2172,B882|B884
G235_225_234,NP001381461.1_9606_214,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2203|B2139|B2210|B2147|B2199|B2200|B2201|B2172,
G235_225_234,NP001071498.1_9913_216,Q7Z417_NUFIP2,,B2153|B592|B2147,
G235_225_234,XP025009773.2_9031_218,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2203|B2139|B2210|B2147|B2199|B2200|B2201|B2172,
G235_225_234,XP017947904.2_8364_220,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2203|B2139|B2210|B2147|B2199|B2200|B2201|B2172,
G235_225_234,XP017211532.2_7955_222,Q7Z417_NUFIP2,,B2173|B1188|B2153|B592|B2174|B2203|B2210|B2147|B2200|B2201|B2172,
G235_225_234,XP021331991.1_7955_223,Q7Z417_NUFIP2,,B2173|B1188|B2153|B592|B2174|B2203|B2210|B2147|B2200|B2201|B2172,
G235_225_234,XP011507946.1_9606_226,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2203|B2139|B2210|B2199|B2200|B2201|B2172,
G235_225_234,NP001094531.1_9913_227,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2203|B2139|B2210|B2199|B2200|B2201|B2172,
G235_225_234,NP001288634.1_10090_229,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2203|B2139|B2210|B2199|B2200|B2201|B2172,
G235_225_234,XP002935503.2_8364_231,Q7Z417_NUFIP2,,B2173|B1188|B2168|B2153|B592|B2174|B2203|B2139|B2210|B2147|B2199|B2200|B2201|B2172,
G235_225_234,XP021322467.1_7955_233,Q7Z417_NUFIP2,,B2168|B2174|B2203|B2139|B2147|B2199|B2200|B2201,
XP018667344.1_7719_236,XP018667344.1_7719_236,,,,
G237_235_236,NP001035516.2_10090_213,,,B882|B594|B563,B522
G237_235_236,NP001381461.1_9606_214,,,B594|B563,B522
G237_235_236,NP001071498.1_9913_216,,,B594|B563,
G237_235_236,XP025009773.2_9031_218,,,B594|B563,B522
G237_235_236,XP017947904.2_8364_220,,,B594|B563,B522
G237_235_236,XP017211532.2_7955_222,,,B594|B563,
G237_235_236,XP021331991.1_7955_223,,,B594|B563,
G237_235_236,XP011507946.1_9606_226,,,B594|B563,B522
G237_235_236,NP001094531.1_9913_227,,,B594|B563,B522
G237_235_236,NP001288634.1_10090_229,,,B594|B563,B522
G237_235_236,XP002935503.2_8364_231,,,B594|B563,B522
G237_235_236,XP021322467.1_7955_233,,,B563,B522
G237_235_236,XP018667344.1_7719_236,,,B882|B606,
NP609406.2_7227_238,NP609406.2_7227_238,,,,
G239_237_238,NP001035516.2_10090_213,,,B2165,B519|B560
G239_237_238,NP001381461.1_9606_214,,,B2165,B519|B560
G239_237_238,NP001071498.1_9913_216,,,,
G239_237_238,XP025009773.2_9031_218,,,B2165,B519|B560
G239_237_238,XP017947904.2_8364_220,,,B2165,B519|B560
G239_237_238,XP017211532.2_7955_222,,,B2165,
G239_237_238,XP021331991.1_7955_223,,,B2165,
G239_237_238,XP011507946.1_9606_226,,,B2165,B560
G239_237_238,NP001094531.1_9913_227,,,B2165,B560
G239_237_238,NP001288634.1_10090_229,,,B2165,B560
G239_237_238,XP002935503.2_8364_231,,,B2165,B519|B560
G239_237_238,XP021322467.1_7955_233,,,B2165,B519|B560
G239_237_238,XP018667344.1_7719_236,,,,
G239_237_238,NP609406.2_7227_238,,,B1282|B2165,
NP084257.1_10090_240,NP084257.1_10090_240,,,B510|B519,
XP011517543.2_9606_241,XP011517543.2_9606_241,P35556_FBN2|Q14766_LTBP1|Q9Y4K0_LOXL2,,,
G242_240_241,NP084257.1_10090_240,,,,B510|B519
G242_240_241,XP011517543.2_9606_241,,,,
NP001192863.2_9913_243,NP001192863.2_9913_243,,,,
G244_242_243,NP084257.1_10090_240,,,B2306|B2313|B2305|B2304|B2312|B2309|B2291,
G244_242_243,XP011517543.2_9606_241,,,B2306|B2313|B2305|B2304|B2312|B2309|B2291,
G244_242_243,NP001192863.2_9913_243,,,B2306|B2313|B2305|B2304|B2312|B2309|B2291,
XP004946005.4_9031_245,XP004946005.4_9031_245,,,,
G246_244_245,NP084257.1_10090_240,,,B2311|B2307,
G246_244_245,XP011517543.2_9606_241,,,B2382|B2383|B993|B2311|B2307,
G246_244_245,NP001192863.2_9913_243,,,B2382|B2383|B993|B2311|B2307,
G246_244_245,XP004946005.4_9031_245,,,B2382|B2383|B993|B2311|B2307,
XP031747432.1_8364_247,XP031747432.1_8364_247,,P35555_FBN1|P49639_HOXA1|P58215_LOXL3|Q7Z6G3_NECAB2,,
G248_246_247,NP084257.1_10090_240,P35555_FBN1|P49639_HOXA1|P58215_LOXL3|Q7Z6G3_NECAB2,,B2310|B2299|B2301,
G248_246_247,XP011517543.2_9606_241,P35555_FBN1|P49639_HOXA1|P58215_LOXL3|Q7Z6G3_NECAB2,,B2310|B2299|B2385|B2301|B1820,
G248_246_247,NP001192863.2_9913_243,P35555_FBN1|P49639_HOXA1|P58215_LOXL3|Q7Z6G3_NECAB2,,B2310|B2299|B2385|B2301|B1820,
G248_246_247,XP004946005.4_9031_245,P35555_FBN1|P49639_HOXA1|P58215_LOXL3|Q7Z6G3_NECAB2,,B2310|B2378|B2377|B2299|B2385|B2301|B2379|B2380|B1820|B2381,
G248_246_247,XP031747432.1_8364_247,P35555_FBN1|P49639_HOXA1|P58215_LOXL3|Q7Z6G3_NECAB2,,B2310|B2378|B2377|B2299|B2385|B2301|B2379|B2380|B1820|B2381,
XP021332354.1_7955_249,XP021332354.1_7955_249,,,,
G250_248_249,NP084257.1_10090_240,,,B2323|B1738|B2314|B2316|B2317|B2294|B2296|B2298|B2320|B2324|B1995|B2295|B2297|B2318|B1176|B2322,
G250_248_249,XP011517543.2_9606_241,,,B2314|B2298|B2324|B2297,
G250_248_249,NP001192863.2_9913_243,,,B2314|B1863|B2294|B2296|B2298|B2324|B2295|B2297,
G250_248_249,XP004946005.4_9031_245,,,B2314|B1863|B2294|B2296|B2298|B2324|B2295|B2297,
